"date";"route";"stamp";"price_brl"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"979.54"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"980.72"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"982.69"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"997.34"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"1017.75"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"1045.9"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"1078.93"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"1086.69"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"1108.16"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"1126.22"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"1126.94"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"1137.56"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"1158.4"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"1235.9"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"2086.65"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"2121.6"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"3499"
"2025-12-28";"CAC-BSB";"2025-11-12T23-33-25-905Z";"3641.15"
