"date";"route";"stamp";"price_brl"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"671.9"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"683.45"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"979.54"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"1045.9"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"1126.22"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"1235.9"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"1352.83"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"1387.77"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"1546.79"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"1697.43"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"3499"
"2026-01-01";"BSB-CAC";"2025-11-12T21-42-19-009Z";"3641.15"
