"date";"route";"stamp";"price_brl"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"692.91"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"721.05"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"769.9"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"801.19"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"994.61"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1035.01"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1046.49"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1087.89"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1089.85"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1103.9"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1112.73"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1117.7"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1126.63"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1162.28"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1217.26"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1259.63"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1284.76"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1297.98"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1309.17"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1348.14"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1405.18"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1493.68"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1552.07"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1561.37"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1674.57"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1769.93"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1887.04"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"1994.23"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"2102.41"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"2141.34"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"2809.6"
"2025-12-04";"IGU-GYN";"2025-11-12T19-03-07-559Z";"3641.15"
