"date";"route";"stamp";"price_brl"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"544.72"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"637.32"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"645.9"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"655.92"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"668.4"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"753.38"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"777.72"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"815.14"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"840.64"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"922.33"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"947.1"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"998.62"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"1010.83"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"1084.9"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"1102.47"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"1139.02"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"1324.9"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"1346.35"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"1479.43"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"3499"
"2025-12-06";"CAC-GYN";"2025-11-12T01-53-57-287Z";"3620.92"
