"date";"route";"stamp";"price_brl"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1057.7"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1110.58"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1221.64"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1269.24"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1348.56"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1375.01"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1427.89"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1560.1"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1665.87"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1671.16"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1729.33"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1771.64"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1877.41"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1909.14"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1914.43"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1925.01"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"1993.76"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"2057.22"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"2141.84"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"2512.03"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"2660.11"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"2739.44"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"2771.17"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"2776.46"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"2850.5"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"2972.13"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"3146.65"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"4214.93"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"4627.43"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"5140.42"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"5838.5"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"5859.65"
"2025-12-25";"GYN-ASU";"2025-11-14T01-50-46-777Z";"6155.81"
