"date";"route";"stamp";"price_brl"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"838.11"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"909.81"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"910.71"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"1010.9"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"1044.81"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"1045.71"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"1142.62"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"1160.9"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"1404.9"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"1577.87"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"1684.9"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"1856.08"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"1892.34"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2029.54"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2090"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2136.62"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2181.81"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2244.68"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2304.61"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2412.67"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2429.92"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2559.52"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2699.91"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"2843.91"
"2025-12-03";"UDI-IGU";"2025-11-14T14-11-48-989Z";"3601.66"
