"date";"route";"stamp";"price_brl"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"2150.3"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"2699.91"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"2778.9"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"2843.91"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"2868.92"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"2943.91"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3024.17"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3103.06"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3128.54"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3179.61"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3439.51"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3473.9"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3499"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3508.32"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3527.98"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3680.18"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3705.93"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3706.75"
"2025-11-14";"IGU-BSB";"2025-11-13T15-15-53-600Z";"3812.68"
