"date";"route";"stamp";"price_brl"
"2025-12-24";"UDI-IGU";"2025-11-14T14-23-25-758Z";"838.9"
"2025-12-24";"UDI-IGU";"2025-11-14T14-23-25-758Z";"954.9"
"2025-12-24";"UDI-IGU";"2025-11-14T14-23-25-758Z";"1087.84"
"2025-12-24";"UDI-IGU";"2025-11-14T14-23-25-758Z";"1210.29"
"2025-12-24";"UDI-IGU";"2025-11-14T14-23-25-758Z";"1247.14"
"2025-12-24";"UDI-IGU";"2025-11-14T14-23-25-758Z";"1467.9"
"2025-12-24";"UDI-IGU";"2025-11-14T14-23-25-758Z";"1665.9"
"2025-12-24";"UDI-IGU";"2025-11-14T14-23-25-758Z";"2016.9"
"2025-12-24";"UDI-IGU";"2025-11-14T14-23-25-758Z";"2555.9"
