"date";"route";"stamp";"price_brl"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"704.61"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"782.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"927.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"974.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1078.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1150.32"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1158.29"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1177.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1257.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1271.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1276.82"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1332.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1370.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1411.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1423.56"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1460.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1520.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1575.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1610.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1684.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1774.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"1851.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2081.37"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2150.3"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2302.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2373.35"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2427.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2515.51"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2537.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2610.28"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2632.59"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2752.43"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"2775.96"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"3247.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"3372.9"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"3499"
"2026-01-04";"GYN-IGU";"2025-11-13T21-27-33-803Z";"3502.9"
