"date";"route";"stamp";"price_brl"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1026.67"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1048.77"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1126.65"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1150.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1234.66"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1354.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1623.85"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1687.55"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1745.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1851.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1854.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"1964.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2035.63"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2035.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2160.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2233.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2270.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2285.54"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2329.07"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2455.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2580.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2690.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2699.91"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2754.33"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2804.83"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2843.91"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"2969.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3014.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3065.27"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3128.3"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3139.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3158.89"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3185.89"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3209.49"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3212.89"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3254.64"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3269.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3277.04"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3327.37"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3355.81"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3384.25"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3450.9"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3499"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3569"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3589"
"2025-12-26";"BSB-IGU";"2025-11-13T04-17-36-128Z";"3641.15"
