"date";"route";"stamp";"price_brl"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"734.19"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"746.23"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"845.12"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"882.09"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"884.42"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"993.01"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"1172.6"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"1177.88"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"1325.78"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"1468.39"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"1690.24"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"1774.75"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"1848.7"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"1996.59"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"2033.57"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"2123.36"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"2128.64"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"3063.56"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"3290.68"
"2026-02-03";"UDI-ASU";"2025-11-14T03-54-28-805Z";"3454.42"
