date;route;stamp;min_price_brl;all_prices_brl
2025-11-29;GYN-CAC;2025-11-10T20-06-31-809Z;122.34;122.34,157.79,272.58,373.41,719.01,854.01,855.62,925.61,926.41,1016.27,1033.73,1068.98,1098.76,1263.9,1265.11,1272.58,1373.41,1552.86,1705.41,1848.9,1861.61,1894.9,1907.92,1929.84,3499.0,3620.92
